log_id,customer_id,content_id,event_type,event_timestamp,device_code,session_id,duration_seconds,rating_given,quality_stream,ip_country,app_version
LOG_005008,CUST_0116,CNT_038,STOP,2022-08-20 19:26:03,TAB_AND,SESS_01502,214,,4K,IT,3.2.0
LOG_005009,CUST_1749,CNT_004,PLAY,2022-06-14 04:30:00,PC_WIN,SESS_01503,,,4K,CA,3.2.0
LOG_005010,CUST_1749,CNT_004,PAUSE,2022-06-14 04:35:14,PC_WIN,SESS_01503,314,,4K,CA,3.2.0
LOG_005011,CUST_1749,CNT_004,RESUME,2022-06-14 04:43:43,PC_WIN,SESS_01503,,,4K,CA,3.2.0
LOG_005012,CUST_1749,CNT_004,STOP,2022-06-14 04:51:15,PC_WIN,SESS_01503,2258,,4K,CA,3.2.0
LOG_005013,CUST_1749,CNT_004,RATE,2022-06-14 04:51:34,PC_WIN,SESS_01503,,5,4K,CA,3.2.0
LOG_005014,CUST_0962,CNT_005,PLAY,05/04/2024 15:40:00,TV_SAM,SESS_01504,,,HD,DZ,3.2.1
LOG_005015,CUST_0962,CNT_005,STOP,05/04/2024 15:42:49,TV_SAM,SESS_01504,1984,,HD,DZ,3.2.1
LOG_005016,CUST_0962,CNT_005,RATE,05/04/2024 15:43:34,TV_SAM,SESS_01504,,5,HD,DZ,3.2.1
LOG_005017,CUST_1434,CNT_039,PLAY,2021-12-08 06:33:00,MOB_IOS,SESS_01505,,,HD,GB,3.2.1
LOG_005018,CUST_1434,CNT_039,PAUSE,2021-12-08 06:37:44,MOB_IOS,SESS_01505,284,,HD,GB,3.2.1
LOG_005019,CUST_1434,CNT_039,RESUME,2021-12-08 06:43:42,MOB_IOS,SESS_01505,,,HD,GB,3.2.1
LOG_005020,CUST_1434,CNT_039,STOP,2021-12-08 06:48:50,MOB_IOS,SESS_01505,1192,,HD,GB,3.2.1
LOG_005021,CUST_1434,CNT_039,RATE,2021-12-08 06:49:06,MOB_IOS,SESS_01505,,10,HD,GB,3.2.1
LOG_005022,CUST_0577,CNT_015,PLAY,1732299300,MOB_IOS,SESS_01506,,,4k,DZ,3.2.1
LOG_005023,CUST_0577,CNT_015,STOP,1732299400,MOB_IOS,SESS_01506,1590,,4k,DZ,3.2.1
LOG_005024,CUST_0577,CNT_015,RATE,1732299440,MOB_IOS,SESS_01506,,1,4k,DZ,3.2.1
LOG_005025,CUST_1117,CNT_040,PLAY,2024-01-27 21:58:00,MOB_IOS,SESS_01507,,,SD,BE,3.2.1
LOG_005026,CUST_1117,CNT_040,STOP,2024-01-27 22:05:56,MOB_IOS,SESS_01507,1064,,SD,BE,3.2.1
LOG_005027,CUST_0638,CNT_031,PLAY,2023-12-16 08:32:00,PC_WIN,SESS_01508,,,HD,IT,3.1.8
LOG_005028,CUST_0638,CNT_031,STOP,2023-12-16 08:40:42,PC_WIN,SESS_01508,1814,,HD,IT,3.1.8
LOG_005029,CUST_0058,CNT_050,PLAY,1723495380,PC_WIN,SESS_01509,,,HD,MA,3.2.2
LOG_005030,CUST_0058,CNT_050,STOP,1723496276,PC_WIN,SESS_01509,3818,,HD,MA,3.2.2
LOG_005031,CUST_1263,CNT_034,PLAY,2024-05-21 15:20:00,MOB_IOS,SESS_01510,,,HD,US,3.1.5
LOG_005032,CUST_1263,CNT_034,PAUSE,2024-05-21 15:24:16,MOB_IOS,SESS_01510,256,,HD,US,3.1.5
LOG_005033,CUST_1263,CNT_034,RESUME,2024-05-21 15:29:43,MOB_IOS,SESS_01510,,,HD,US,3.1.5
LOG_005034,CUST_1263,CNT_034,STOP,2024-05-21 15:31:11,MOB_IOS,SESS_01510,1234,,HD,US,3.1.5
LOG_005035,CUST_1823,CNT_042,PLAY,2023-06-15 09:39:00,TV_LG,SESS_01511,,,HD,DE,3.1.5
LOG_005036,CUST_1823,CNT_042,STOP,2023-06-15 10:12:54,TV_LG,SESS_01511,5524,,HD,DE,3.1.5
LOG_005037,CUST_1062,CNT_005,PLAY,2021-12-06 10:58:00,MOB_IOS,SESS_01512,,,HD,FR,3.2.0
LOG_005038,CUST_1062,CNT_005,STOP,2021-12-06 11:00:59,MOB_IOS,SESS_01512,1569,,HD,FR,3.2.0
LOG_005039,CUST_0957,CNT_037,PLAY,2024-09-22 04:38:00,TV_FIRE,SESS_01513,,,HD,MA,3.1.0
LOG_005040,CUST_0957,CNT_037,PAUSE,2024-09-22 04:50:50,TV_FIRE,SESS_01513,770,,HD,MA,3.1.0
LOG_005041,CUST_0957,CNT_037,RESUME,2024-09-22 04:54:50,TV_FIRE,SESS_01513,,,HD,MA,3.1.0
LOG_005042,CUST_0957,CNT_037,STOP,2024-09-22 04:58:45,TV_FIRE,SESS_01513,3490,,HD,MA,3.1.0
LOG_005043,CUST_0957,CNT_037,RATE,2024-09-22 04:59:15,TV_FIRE,SESS_01513,,5,HD,MA,3.1.0
LOG_005044,CUST_1351,CNT_029,PLAY,2024-10-19 06:40:00,PC_WIN,SESS_01514,,,SD,DZ,3.1.8
LOG_005045,CUST_1351,CNT_029,STOP,2024-10-19 07:12:53,PC_WIN,SESS_01514,5769,,SD,DZ,3.1.8
LOG_005046,CUST_1229,CNT_030,PLAY,2023-01-24 06:53:00,MOB_IOS,SESS_01515,,,4K,FR,3.2.0
LOG_005047,CUST_1229,CNT_030,PAUSE,2023-01-24 07:02:38,MOB_IOS,SESS_01515,578,,4K,FR,3.2.0
LOG_005048,CUST_1229,CNT_030,RESUME,2023-01-24 07:05:50,MOB_IOS,SESS_01515,,,4K,FR,3.2.0
LOG_005049,CUST_1229,CNT_030,STOP,2023-01-24 07:13:07,MOB_IOS,SESS_01515,1415,,4K,FR,3.2.0
LOG_005050,CUST_1229,CNT_030,RATE,2023-01-24 07:13:29,MOB_IOS,SESS_01515,,5,4K,FR,3.2.0
LOG_005051,CUST_1154,CNT_045,PLAY,13/05/2023 14:09:00,MOB_IOS,SESS_01516,,,HD,CA,3.2.1
LOG_005052,CUST_1154,CNT_045,PAUSE,13/05/2023 14:10:57,MOB_IOS,SESS_01516,117,,HD,CA,3.2.1
LOG_005053,CUST_1154,CNT_045,RESUME,13/05/2023 14:13:09,MOB_IOS,SESS_01516,,,HD,CA,3.2.1
LOG_005054,CUST_1154,CNT_045,STOP,13/05/2023 14:22:14,MOB_IOS,SESS_01516,1952,,HD,CA,3.2.1
LOG_005055,CUST_1653,CNT_001,PLAY,21/12/2021 17:14:00,TV_AND,SESS_01517,,,HD,BR,3.2.0
LOG_005056,CUST_1653,CNT_001,STOP,21/12/2021 17:55:48,TV_AND,SESS_01517,5167,,HD,BR,3.2.0
LOG_005057,CUST_1342,CNT_031,PLAY,2022-05-21 19:51:00,PC_WIN,SESS_01518,,,HD,MA,
LOG_005058,CUST_1342,CNT_031,PAUSE,2022-05-21 20:00:14,PC_WIN,SESS_01518,554,,HD,MA,
LOG_005059,CUST_1342,CNT_031,RESUME,2022-05-21 20:01:15,PC_WIN,SESS_01518,,,HD,MA,
LOG_005060,CUST_1342,CNT_031,STOP,2022-05-21 20:16:02,PC_WIN,SESS_01518,3285,,HD,MA,
LOG_005061,CUST_0567,CNT_027,PLAY,2023-03-25 17:11:00,MOB_IOS,SESS_01519,,,SD,FR,3.2.1
LOG_005062,CUST_0567,CNT_027,PAUSE,2023-03-25 17:16:27,MOB_IOS,SESS_01519,327,,SD,FR,3.2.1
LOG_005063,CUST_0567,CNT_027,RESUME,2023-03-25 17:24:43,MOB_IOS,SESS_01519,,,SD,FR,3.2.1
LOG_005064,CUST_0567,CNT_027,STOP,2023-03-25 17:29:04,MOB_IOS,SESS_01519,2239,,SD,FR,3.2.1
LOG_005065,CUST_0567,CNT_027,RATE,2023-03-25 17:29:11,MOB_IOS,SESS_01519,,5,SD,FR,3.2.1
LOG_005066,CUST_0355,CNT_027,PLAY,14/11/2023 09:04:00,MOB_AND,SESS_01520,,,HD,MA,3.1.8
LOG_005067,CUST_0355,CNT_027,PAUSE,14/11/2023 09:06:41,MOB_AND,SESS_01520,161,,HD,MA,3.1.8
LOG_005068,CUST_0355,CNT_027,RESUME,14/11/2023 09:15:17,MOB_AND,SESS_01520,,,HD,MA,3.1.8
LOG_005069,CUST_0355,CNT_027,STOP,14/11/2023 09:18:01,MOB_AND,SESS_01520,877,,HD,MA,3.1.8
LOG_005070,CUST_0355,CNT_027,RATE,14/11/2023 09:18:25,MOB_AND,SESS_01520,,4,HD,MA,3.1.8
LOG_005071,CUST_0609,CNT_924,PLAY,2022-12-28 19:44:00,TV_FIRE,SESS_01521,,,HD,US,3.2.1
LOG_005072,CUST_0609,CNT_924,PAUSE,2022-12-28 19:49:35,TV_FIRE,SESS_01521,335,,HD,US,3.2.1
LOG_005073,CUST_0609,CNT_924,RESUME,2022-12-28 19:52:36,TV_FIRE,SESS_01521,,,HD,US,3.2.1
LOG_005074,CUST_0609,CNT_924,STOP,2022-12-28 20:12:46,TV_FIRE,SESS_01521,4975,,HD,US,3.2.1
LOG_005075,CUST_0609,CNT_924,RATE,2022-12-28 20:13:22,TV_FIRE,SESS_01521,,5,HD,US,3.2.1
LOG_005076,CUST_0719,CNT_022,PLAY,2024-07-25 10:06:00,MOB_IOS,SESS_01522,,,HD,US,3.2.2
LOG_005077,CUST_0719,CNT_022,PAUSE,2024-07-25 10:13:44,MOB_IOS,SESS_01522,464,,HD,US,3.2.2
LOG_005078,CUST_0719,CNT_022,RESUME,2024-07-25 10:14:52,MOB_IOS,SESS_01522,,,HD,US,3.2.2
LOG_005079,CUST_0719,CNT_022,STOP,2024-07-25 10:25:36,MOB_IOS,SESS_01522,1464,,HD,US,3.2.2
LOG_005080,CUST_1396,CNT_004,PLAY,2023-04-04 23:23:00,MOB_IOS,SESS_01523,,,4K,NL,3.2.1
LOG_005081,CUST_1396,CNT_004,STOP,2023-04-04 23:26:35,MOB_IOS,SESS_01523,1137,,4K,NL,3.2.1
LOG_005082,CUST_1521,CNT_002,PLAY,2021-12-05 20:22:00,PC_WIN,SESS_01524,,,HD,US,3.1.8
LOG_005083,CUST_1521,CNT_002,STOP,2021-12-05 20:34:11,PC_WIN,SESS_01524,1655,,HD,US,3.1.8
LOG_005084,CUST_1521,CNT_002,RATE,2021-12-05 20:34:58,PC_WIN,SESS_01524,,5,HD,US,3.1.8
LOG_005085,CUST_1615,CNT_001,PLAY,2024-06-08 10:47:00,UNKNOWN,SESS_01525,,,4K,DE,3.2.1
LOG_005086,CUST_1615,CNT_001,PAUSE,2024-06-08 10:48:04,UNKNOWN,SESS_01525,64,,4K,DE,3.2.1
LOG_005087,CUST_1615,CNT_001,RESUME,2024-06-08 10:50:31,UNKNOWN,SESS_01525,,,4K,DE,3.2.1
LOG_005088,CUST_1615,CNT_001,STOP,2024-06-08 10:52:23,UNKNOWN,SESS_01525,373,,4K,DE,3.2.1
LOG_005089,CUST_1615,CNT_001,RATE,2024-06-08 10:53:04,UNKNOWN,SESS_01525,,3,4K,DE,3.2.1
LOG_005090,CUST_1687,CNT_035,PLAY,2024-01-09 10:28:00,MOB_IOS,SESS_01526,,,HD,SN,3.1.8
LOG_005091,CUST_1687,CNT_035,STOP,2024-01-09 10:30:58,MOB_IOS,SESS_01526,830,,HD,SN,3.1.8
LOG_005092,CUST_0449,CNT_029,PLAY,2022-07-17 06:04:00,MOB_AND,SESS_01527,,,4K,DE,3.2.0
LOG_005093,CUST_0449,CNT_029,STOP,2022-07-17 06:06:44,MOB_AND,SESS_01527,638,,4K,DE,3.2.0
LOG_005094,CUST_1228,CNT_046,PLAY,2021-09-01 08:25:00,TV_SAM,SESS_01528,,,SD,US,3.2.0
LOG_005095,CUST_1228,CNT_046,STOP,2021-09-01 09:14:57,TV_SAM,SESS_01528,6330,,SD,US,3.2.0
LOG_005096,CUST_1023,CNT_006,PLAY,2022-07-10 15:24:00,TAB_AND,SESS_01529,,,HD,JP,3.2.0
LOG_005097,CUST_1023,CNT_006,PAUSE,2022-07-10 15:32:07,TAB_AND,SESS_01529,487,,HD,JP,3.2.0
LOG_005098,CUST_1023,CNT_006,RESUME,2022-07-10 15:34:20,TAB_AND,SESS_01529,,,HD,JP,3.2.0
LOG_005099,CUST_1023,CNT_006,STOP,2022-07-10 15:39:24,TAB_AND,SESS_01529,1241,,HD,JP,3.2.0
LOG_005100,CUST_1023,CNT_006,RATE,2022-07-10 15:40:00,TAB_AND,SESS_01529,,2,HD,JP,3.2.0
LOG_005101,CUST_0928,CNT_027,PLAY,2023-08-10 21:56:00,PC_WIN,SESS_01530,,,HD,MA,3.2.2
LOG_005102,CUST_0928,CNT_027,STOP,2023-08-10 22:11:32,PC_WIN,SESS_01530,3254,,HD,MA,3.2.2
LOG_005103,CUST_0252,CNT_030,PLAY,2023-09-23 18:41:00,MOB_IOS,SESS_01531,,,HD,DE,3.2.1
LOG_005104,CUST_0252,CNT_030,PAUSE,2023-09-23 18:48:58,MOB_IOS,SESS_01531,478,,HD,DE,3.2.1
LOG_005105,CUST_0252,CNT_030,RESUME,2023-09-23 18:56:27,MOB_IOS,SESS_01531,,,HD,DE,3.2.1
LOG_005106,CUST_0252,CNT_030,STOP,2023-09-23 19:07:50,MOB_IOS,SESS_01531,2140,,HD,DE,3.2.1
LOG_005107,CUST_0252,CNT_030,RATE,2023-09-23 19:08:03,MOB_IOS,SESS_01531,,5,HD,DE,3.2.1
LOG_005108,CUST_0488,CNT_039,PLAY,2022-09-26 20:51:00,MOB_IOS,SESS_01532,,,HD,MA,3.2.1
LOG_005109,CUST_0488,CNT_039,PAUSE,2022-09-26 20:52:29,MOB_IOS,SESS_01532,89,,HD,MA,3.2.1
LOG_005110,CUST_0488,CNT_039,RESUME,2022-09-26 20:57:13,MOB_IOS,SESS_01532,,,HD,MA,3.2.1
LOG_005111,CUST_0488,CNT_039,STOP,2022-09-26 20:58:35,MOB_IOS,SESS_01532,859,,HD,MA,3.2.1
LOG_005112,CUST_0488,CNT_039,RATE,2022-09-26 20:59:31,MOB_IOS,SESS_01532,,4,HD,MA,3.2.1
LOG_005113,CUST_1130,CNT_009,PLAY,02/12/2021 12:25:00,MOB_AND,SESS_01533,,,HD,MA,3.1.8
LOG_005114,CUST_1130,CNT_009,STOP,02/12/2021 12:29:12,MOB_AND,SESS_01533,1143,,HD,MA,3.1.8
LOG_005115,CUST_9653,CNT_003,PLAY,2023-12-19 16:39:00,TV_AND,SESS_01534,,,HD,ES,3.2.1
LOG_005116,CUST_9653,CNT_003,PAUSE,2023-12-19 16:43:23,TV_AND,SESS_01534,263,,HD,ES,3.2.1
LOG_005117,CUST_9653,CNT_003,RESUME,2023-12-19 16:51:52,TV_AND,SESS_01534,,,HD,ES,3.2.1
LOG_005118,CUST_9653,CNT_003,STOP,2023-12-19 16:55:25,TV_AND,SESS_01534,5569,,HD,ES,3.2.1
LOG_005119,CUST_9429,CNT_050,PLAY,2023-02-20 21:25:00,TAB_AND,SESS_01535,,,4K,DE,3.2.0
LOG_005120,CUST_9429,CNT_050,PAUSE,2023-02-20 21:37:57,TAB_AND,SESS_01535,777,,4K,DE,3.2.0
LOG_005121,CUST_9429,CNT_050,RESUME,2023-02-20 21:45:17,TAB_AND,SESS_01535,,,4K,DE,3.2.0
LOG_005122,CUST_9429,CNT_050,STOP,2023-02-20 21:51:05,TAB_AND,SESS_01535,2336,,4K,DE,3.2.0
LOG_005123,CUST_1453,CNT_001,PLAY,2021-03-13 02:54:00,MOB_AND,SESS_01536,,,4K,FR,3.2.0
LOG_005124,CUST_1453,CNT_001,STOP,2021-03-13 02:55:52,MOB_AND,SESS_01536,1937,,4K,FR,3.2.0
LOG_005125,CUST_1453,CNT_001,RATE,2021-03-13 02:56:28,MOB_AND,SESS_01536,,5,4K,FR,3.2.0
LOG_005126,CUST_0935,CNT_027,PLAY,2021-10-17 08:14:00,PC_WIN,SESS_01537,,,SD,DE,3.2.0
LOG_005127,CUST_0935,CNT_027,STOP,2021-10-17 08:15:33,PC_WIN,SESS_01537,1653,,SD,DE,3.2.0
LOG_005128,CUST_0957,CNT_934,PLAY,2023-10-10 12:30:00,TAB_AND,SESS_01538,,,HD,MA,3.1.0
LOG_005129,CUST_0957,CNT_934,STOP,2023-10-10 12:31:47,TAB_AND,SESS_01538,2015,,HD,MA,3.1.0
LOG_005130,CUST_1444,CNT_007,PLAY,2024-01-13 17:27:00,TV_LG,SESS_01539,,,4K,ES,3.2.2
LOG_005131,CUST_1444,CNT_007,STOP,2024-01-13 17:32:08,TV_LG,SESS_01539,1532,,4K,ES,3.2.2
LOG_005132,CUST_1444,CNT_007,RATE,2024-01-13 17:33:00,TV_LG,SESS_01539,,5,4K,ES,3.2.2
LOG_005133,CUST_1872,CNT_002,PLAY,2023-01-25 11:02:00,TV_SAM,SESS_01540,,,HD,NL,3.2.0
LOG_005134,CUST_1872,CNT_002,STOP,2023-01-25 11:31:52,TV_SAM,SESS_01540,5632,,HD,NL,3.2.0
LOG_005135,CUST_1872,CNT_002,RATE,2023-01-25 11:32:16,TV_SAM,SESS_01540,,5,HD,NL,3.2.0
LOG_005136,CUST_0585,CNT_037,PLAY,2021-10-06 11:29:00,PC_WIN,SESS_01541,,,SD,GB,3.2.1
LOG_005137,CUST_0585,CNT_037,PAUSE,2021-10-06 12:04:55,PC_WIN,SESS_01541,2155,,SD,GB,3.2.1
LOG_005138,CUST_0585,CNT_037,RESUME,2021-10-06 12:07:29,PC_WIN,SESS_01541,,,SD,GB,3.2.1
LOG_005139,CUST_0585,CNT_037,STOP,2021-10-06 12:16:26,PC_WIN,SESS_01541,4550,,SD,GB,3.2.1
LOG_005140,CUST_1229,CNT_050,PLAY,2024-11-22 19:12:00,MOB_AND,SESS_01542,,,SD,FR,3.2.1
LOG_005141,CUST_1229,CNT_050,STOP,2024-11-22 19:13:03,MOB_AND,SESS_01542,834,,SD,FR,3.2.1
LOG_005142,CUST_1229,CNT_050,RATE,2024-11-22 19:13:25,MOB_AND,SESS_01542,,2,SD,FR,3.2.1
LOG_005143,CUST_1208,CNT_026,PLAY,2021-05-25 18:17:00,MOB_IOS,SESS_01543,,,HD,BE,3.1.8
LOG_005144,CUST_1208,CNT_026,STOP,2021-05-25 18:20:30,MOB_IOS,SESS_01543,522,,HD,BE,3.1.8
LOG_005145,CUST_0611,CNT_013,PLAY,2021-12-31 23:47:00,MOB_IOS,SESS_01544,,,SD,FR,3.2.2
LOG_005146,CUST_0611,CNT_013,PAUSE,2021-12-31 23:53:52,MOB_IOS,SESS_01544,412,,SD,FR,3.2.2
LOG_005147,CUST_0611,CNT_013,RESUME,2021-12-31 23:57:43,MOB_IOS,SESS_01544,,,SD,FR,3.2.2
LOG_005148,CUST_0611,CNT_013,STOP,2022-01-01 00:03:43,MOB_IOS,SESS_01544,849,,SD,FR,3.2.2
LOG_005149,CUST_1542,CNT_031,PLAY,1686907680,MOB_IOS,SESS_01545,,,4K,FR,3.2.1
LOG_005150,CUST_1542,CNT_031,PAUSE,1686907860,MOB_IOS,SESS_01545,180,,4K,FR,3.2.1
LOG_005151,CUST_1542,CNT_031,RESUME,1686908196,MOB_IOS,SESS_01545,,,4K,FR,3.2.1
LOG_005152,CUST_1542,CNT_031,STOP,1686908337,MOB_IOS,SESS_01545,1166,,4K,FR,3.2.1
LOG_005153,CUST_0979,CNT_022,PLAY,2024-01-01 15:23:00,PC_WIN,SESS_01546,,,4K,MA,3.2.2
LOG_005154,CUST_0979,CNT_022,PAUSE,2024-01-01 15:30:36,PC_WIN,SESS_01546,456,,4K,MA,3.2.2
LOG_005155,CUST_0979,CNT_022,RESUME,2024-01-01 15:33:43,PC_WIN,SESS_01546,,,4K,MA,3.2.2
LOG_005156,CUST_0979,CNT_022,STOP,2024-01-01 16:05:13,PC_WIN,SESS_01546,3999,,4K,MA,3.2.2
LOG_005157,CUST_0241,CNT_031,PLAY,23/02/2022 19:43:00,MOB_AND,SESS_01547,,,HD,CI,3.2.2
LOG_005158,CUST_0241,CNT_031,STOP,23/02/2022 19:46:30,MOB_AND,SESS_01547,868,,HD,CI,3.2.2
LOG_005159,CUST_0056,CNT_026,PLAY,2024-08-01 21:34:00,MOB_AND,SESS_01548,,,HD,US,3.2.0
LOG_005160,CUST_0056,CNT_026,PAUSE,2024-08-01 21:37:27,MOB_AND,SESS_01548,207,,HD,US,3.2.0
LOG_005161,CUST_0056,CNT_026,RESUME,2024-08-01 21:44:12,MOB_AND,SESS_01548,,,HD,US,3.2.0
LOG_005162,CUST_0056,CNT_026,STOP,2024-08-01 21:51:07,MOB_AND,SESS_01548,876,,HD,US,3.2.0
LOG_005163,CUST_0394,CNT_009,PLAY,2021-11-05 18:46:00,MOB_AND,SESS_01549,,,SD,DZ,3.2.1
LOG_005164,CUST_0394,CNT_009,STOP,2021-11-05 18:59:58,MOB_AND,SESS_01549,1947,,SD,DZ,3.2.1
LOG_005165,CUST_0394,CNT_009,RATE,2021-11-05 19:00:50,MOB_AND,SESS_01549,,5,SD,DZ,3.2.1
LOG_005166,CUST_0267,CNT_046,PLAY,2023-08-29 14:25:00,MOB_AND,SESS_01550,,,HD,DZ,3.0.5
LOG_005167,CUST_0267,CNT_046,PAUSE,2023-08-29 14:27:16,MOB_AND,SESS_01550,136,,HD,DZ,3.0.5
LOG_005168,CUST_0267,CNT_046,RESUME,2023-08-29 14:31:03,MOB_AND,SESS_01550,,,HD,DZ,3.0.5
LOG_005169,CUST_0267,CNT_046,STOP,2023-08-29 14:34:38,MOB_AND,SESS_01550,730,,HD,DZ,3.0.5
LOG_005170,CUST_0137,CNT_033,PLAY,2023-06-27 16:00:00,MOB_AND,SESS_01551,,,HD,MA,3.1.8
LOG_005171,CUST_0137,CNT_033,STOP,2023-06-27 16:08:23,MOB_AND,SESS_01551,1272,,HD,MA,3.1.8
LOG_005172,CUST_0137,CNT_033,RATE,2023-06-27 16:09:16,MOB_AND,SESS_01551,,5,HD,MA,3.1.8
LOG_005173,CUST_1258,CNT_034,PLAY,2024-12-09 10:30:00,PC_WIN,SESS_01552,,,SD,MA,3.2.1
LOG_005174,CUST_1258,CNT_034,STOP,2024-12-09 10:48:03,PC_WIN,SESS_01552,2962,,SD,MA,3.2.1
LOG_005175,CUST_0954,CNT_012,PLAY,1714723620,MOB_IOS,SESS_01553,,,SD,SN,3.2.1
LOG_005176,CUST_0954,CNT_012,STOP,1714723708,MOB_IOS,SESS_01553,1514,,SD,SN,3.2.1
LOG_005177,CUST_1110,CNT_933,PLAY,2023-05-12 18:46:00,TAB_IOS,SESS_01554,,,4K,MA,3.2.1
LOG_005178,CUST_1110,CNT_933,PAUSE,2023-05-12 19:01:44,TAB_IOS,SESS_01554,944,,4K,MA,3.2.1
LOG_005179,CUST_1110,CNT_933,RESUME,2023-05-12 19:06:05,TAB_IOS,SESS_01554,,,4K,MA,3.2.1
LOG_005180,CUST_1110,CNT_933,STOP,2023-05-12 19:13:46,TAB_IOS,SESS_01554,2700,,4K,MA,3.2.1
LOG_005181,CUST_1202,CNT_012,PLAY,2024-12-07 17:44:00,TV_AND,SESS_01555,,,SD,DZ,
LOG_005182,CUST_1202,CNT_012,PAUSE,2024-12-07 18:07:04,TV_AND,SESS_01555,1384,,SD,DZ,
LOG_005183,CUST_1202,CNT_012,RESUME,2024-12-07 18:12:47,TV_AND,SESS_01555,,,SD,DZ,
LOG_005184,CUST_1202,CNT_012,STOP,2024-12-07 18:24:29,TV_AND,SESS_01555,5578,,SD,DZ,
LOG_005185,CUST_1381,CNT_021,PLAY,2021-06-02 20:18:00,MOB_IOS,SESS_01556,,,HD,US,3.2.1
LOG_005186,CUST_1381,CNT_021,STOP,2021-06-02 20:21:04,MOB_IOS,SESS_01556,1895,,HD,US,3.2.1
LOG_005187,CUST_1381,CNT_021,RATE,2021-06-02 20:22:04,MOB_IOS,SESS_01556,,1,HD,US,3.2.1
LOG_005188,CUST_0983,CNT_008,PLAY,2023-03-22 18:46:00,MOB_IOS,SESS_01557,,,HD,US,3.2.2
LOG_005189,CUST_0983,CNT_008,PAUSE,2023-03-22 18:50:44,MOB_IOS,SESS_01557,284,,HD,US,3.2.2
LOG_005190,CUST_0983,CNT_008,RESUME,2023-03-22 18:59:14,MOB_IOS,SESS_01557,,,HD,US,3.2.2
LOG_005191,CUST_0983,CNT_008,STOP,2023-03-22 19:10:43,MOB_IOS,SESS_01557,1886,,HD,US,3.2.2
LOG_005192,CUST_0983,CNT_008,RATE,2023-03-22 19:10:51,MOB_IOS,SESS_01557,,4,HD,US,3.2.2
LOG_005193,CUST_1788,CNT_035,PLAY,1731617760,MOB_IOS,SESS_01558,,,HD,DZ,3.2.2
LOG_005194,CUST_1788,CNT_035,STOP,1731617978,MOB_IOS,SESS_01558,686,,HD,DZ,3.2.2
LOG_005195,CUST_1788,CNT_035,RATE,1731618005,MOB_IOS,SESS_01558,,4,HD,DZ,3.2.2
LOG_005196,CUST_1485,CNT_035,PLAY,2022-02-10 06:47:00,TV_SAM,SESS_01559,,,HD,SN,3.2.1
LOG_005197,CUST_1485,CNT_035,STOP,2022-02-10 07:19:43,TV_SAM,SESS_01559,4459,,HD,SN,3.2.1
LOG_005198,CUST_0301,CNT_010,PLAY,2023-07-04 13:43:00,MOB_IOS,SESS_01560,,,4K,CI,3.1.5
LOG_005199,CUST_0301,CNT_010,PAUSE,2023-07-04 13:45:12,MOB_IOS,SESS_01560,132,,4K,CI,3.1.5
LOG_005200,CUST_0301,CNT_010,RESUME,2023-07-04 13:53:13,MOB_IOS,SESS_01560,,,4K,CI,3.1.5
LOG_005201,CUST_0301,CNT_010,STOP,2023-07-04 14:01:17,MOB_IOS,SESS_01560,2606,,4K,CI,3.1.5
LOG_005202,CUST_0152,CNT_002,PLAY,2024-12-15 19:44:00,MOB_IOS,SESS_01561,,,HD,FR,3.2.0
LOG_005203,CUST_0152,CNT_002,STOP,2024-12-15 19:46:50,MOB_IOS,SESS_01561,892,,HD,FR,3.2.0
LOG_005204,CUST_0152,CNT_002,RATE,2024-12-15 19:47:16,MOB_IOS,SESS_01561,,4,HD,FR,3.2.0
LOG_005205,CUST_1068,CNT_001,PLAY,2021-01-01 21:39:00,TV_SAM,SESS_01562,,,SD,BE,3.2.0
LOG_005206,CUST_1068,CNT_001,STOP,2021-01-01 22:07:14,TV_SAM,SESS_01562,3883,,SD,BE,3.2.0
LOG_005207,CUST_1068,CNT_001,RATE,2021-01-01 22:07:46,TV_SAM,SESS_01562,,5,SD,BE,3.2.0
LOG_005208,CUST_1176,CNT_004,PLAY,2021-11-07 21:10:00,PC_WIN,SESS_01563,,,SD,BE,3.1.0
LOG_005209,CUST_1176,CNT_004,STOP,2021-11-07 21:14:49,PC_WIN,SESS_01563,4227,,SD,BE,3.1.0
LOG_005210,CUST_1176,CNT_004,RATE,2021-11-07 21:15:42,PC_WIN,SESS_01563,,5,SD,BE,3.1.0
LOG_005211,CUST_0549,CNT_010,PLAY,2023-05-01 20:09:00,MOB_AND,SESS_01564,,,SD,US,3.1.8
LOG_005212,CUST_0549,CNT_010,STOP,2023-05-01 20:14:53,MOB_AND,SESS_01564,2510,,SD,US,3.1.8
LOG_005213,CUST_1802,CNT_009,PLAY,2023-05-22 09:39:00,PC_WIN,SESS_01565,,,SD,DZ,3.2.2
LOG_005214,CUST_1802,CNT_009,PAUSE,2023-05-22 09:48:17,PC_WIN,SESS_01565,557,,SD,DZ,3.2.2
LOG_005215,CUST_1802,CNT_009,RESUME,2023-05-22 09:55:02,PC_WIN,SESS_01565,,,SD,DZ,3.2.2
LOG_005216,CUST_1802,CNT_009,STOP,2023-05-22 10:13:04,PC_WIN,SESS_01565,4334,,SD,DZ,3.2.2
LOG_005217,CUST_1802,CNT_009,RATE,2023-05-22 10:13:38,PC_WIN,SESS_01565,,2,SD,DZ,3.2.2
